number,title,category,dept,question,answer,comment
1293,수시 1차,입시 상담,기계과,수시 1차로 지원할건데 작년 합격자 최저점이 4.5인데 제가 우수학기 2학기 계산해보니까 4.9가 나와요 가능성 있을까요?,점점 내신컷 낮아져서 5점 까지 나오지 않을까 싶은데요,None
1294,학점 취업,입시 상담,전체,"학점 따기 어렵나요??

Sk하이닉스 가고 싶은데 여기오면 되겠죠?","어딜 가든 본인 하기 나름입니다.
성의",None
1294,학점 취업,입시 상담,전체,"학점 따기 어렵나요??

Sk하이닉스 가고 싶은데 여기오면 되겠죠?",디전오세요 성의성의성의성의성의성의성의성의,[답변자]하이닉스반있습니다 @@@@@@@@@@@@@;[질문자]정시 몇등급 맞아야할까요
1295,정시,입시 상담,항공기계과,수능 어느정도 맞아야 들어갈수있나요?,None,None
1296,고3 남학생 입니다. 항공경영과랑 관광경영과 고민중인데 도와주세요!!,입시 상담,전체,"이후에 항공사나 관광공사 취직하고 싶습니다.
항공경영은 경쟁률도 그렇고 남자를 뽑는 비율이 관광경영보다 훨씬 적어서 고민중입니다. 
그래도 조금 더 안전하게 관광경영 지원할까요? 아니면 지상승무원 꿈을 위해 경영을 써야할까요?",둘중에 더 가고 싶은 곳을 쓰세요 둘은 취업 방향이 아예 다릅니다~,"[답변자]관경 호텔, 여행사, 사무직으로 가요~ 여행사만 가는거 아닙니다"
1296,고3 남학생 입니다. 항공경영과랑 관광경영과 고민중인데 도와주세요!!,입시 상담,전체,"이후에 항공사나 관광공사 취직하고 싶습니다.
항공경영은 경쟁률도 그렇고 남자를 뽑는 비율이 관광경영보다 훨씬 적어서 고민중입니다. 
그래도 조금 더 안전하게 관광경영 지원할까요? 아니면 지상승무원 꿈을 위해 경영을 써야할까요?","이렇게 생각하면 고르기 좀 편할거에요
항운- 기내 승무원
항경- 지상직 승무원
호경- 호텔리어
관경- 여행사",None
1296,고3 남학생 입니다. 항공경영과랑 관광경영과 고민중인데 도와주세요!!,입시 상담,전체,"이후에 항공사나 관광공사 취직하고 싶습니다.
항공경영은 경쟁률도 그렇고 남자를 뽑는 비율이 관광경영보다 훨씬 적어서 고민중입니다. 
그래도 조금 더 안전하게 관광경영 지원할까요? 아니면 지상승무원 꿈을 위해 경영을 써야할까요?",취업은 항경이 더 잘된다고 생각해요. 물론 하기 나름이지만,None
1297,특성화 4등급,입시 상담,전체,"이번에 2학기로 들어가는 조건으로 바껴서 
생기부떼서 등급 나온걸로 매겨보니깐 4.1 이랑 4.3 등급으로 나오는데 
정보통신과랑  컴퓨터 시스템 이나 정보로 들어갈려고 하거든여 
특성화가 it 다보니 it쪽으로 가는게 배운지식 활용할수 있을거같고 it쪽으로도 관심 갖고있어서 합격하면 좋겠네요..","4.1이랑 4.3이면 불가능합니다.
원서비 아껴서 다른 곳 넣으세요...",None
1298,일반고 내신 3.4,입시 상담,화공환경공학과,홈페이지 성적산출 때리니까 3.4나오는데 어떨까요 ㅠ,None,None
1299,요번에 특성화 졸업자 인데 내신3.5 it과,입시 상담,컴퓨터시스템공학과,"질문 그대로 요번에 특성화 졸업자 수시로 할려하는데 인문교과로 3.5 전문교과 합친건 안나왔는데 정보통신과랑 컴퓨터공학과로 들어가고싶은데 어렵겠죠?  전문교과합쳐서 3.5에서 더 밀릴수도있을텐데 어렵나여? 
제일 선배님들이 붙은경험중에 저보다 내신 낮은분이 붙은경우 몇인지도 알고싶어요","3.5도 붙으면 조상님께 절해야합니다.
더 밀리면 어렵습니다.",None
1300,노트북,대학 생활,항공기계과,항공기계과 지망하는 학생인데 노트북 사용을 많이 하나요? 만약 사게 된다면 멕북을 사고싶은데 사촌형들이 공대는 맥북이 별로 라고 하길래 실제 학과 선배님들의 의견이 궁금합니다! 아니면 추천하시는 노트북도 알려주세요!,"프로그램에는 사양 좋은게 필요하다 해서 저는 
삼성 플러스2에 사양 높은거 채워서 산거 같아요
근데 막상 쓸일이 많지 않은..",None
1300,노트북,대학 생활,항공기계과,항공기계과 지망하는 학생인데 노트북 사용을 많이 하나요? 만약 사게 된다면 멕북을 사고싶은데 사촌형들이 공대는 맥북이 별로 라고 하길래 실제 학과 선배님들의 의견이 궁금합니다! 아니면 추천하시는 노트북도 알려주세요!,"저는 노트북은 없고 태블릿만 넷플릭스+전공책 스캔 용도로 사용하는데 굳이 필요 없는 것 같습니다. 학과 특성상 현장 실습이 많다보니 있다고 해도 쓸 일이 별로 없을 것 같아요.
 아 그리고 제본 업체 통해서 전공 서적을 스캔 후 태블릿으로 보거나, 분권 하시는 쪽을 추천드립니다! 정말 무거워요.",None
1301,전기전자,입시 상담,전체,"전기가 전기정보과고 전자가 디지털전자과 맞죠??

수능 올3이면 들어갈 수 있어요?",디지털 전자과 학생입니다 당연히 들어올수있습니다,[질문자]전기과 추천하시나요??;[답변자]전기과는 제가 잘 모르지만 저희과 교수님께서 말씀하시길 저희과 취업률이 인하공전 전체과중에 다섯손가락 안에 든다고 하셨습니다. 그만큼 우리나라 반도체나 전자산업이 유망하다는 뜻이겠죠.;[질문자]감사합니다!!!
1301,전기전자,입시 상담,전체,"전기가 전기정보과고 전자가 디지털전자과 맞죠??

수능 올3이면 들어갈 수 있어요?","우리나라 시총 1,2위기업이 반도체기업임 전자과오세요 ㅎㅎㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋ",None
1302,호경과,입시 상담,호텔경영과,호경과를 너무 가고 싶은데 꼭 학원을 다녀야 하나요 ..? ㅜㅜ 호경과를 못가게 된다면 관경과도 지원해보고 싶었요 .. 키랑 몸무게같은 이미지도 많이 봐서 신경 써야하는지랄 진짜 키 몸무게 등 이미지를 면접 때 많이 보는지 너무 궁금해요 ㅜㅜ 특성화고고 인하공전 식으로 해서 내신이 4.5~4.8 나온 거 같은데 가능할까요..??,학원 굳이 다닐필요 없어요 ! 음 주변 친구들 보면 이미지 많이 보는 거 같아요 ! 그래도 성적이 낮은만큼 더 밝게 웃으면서 자신감있게 면접 연습을 하는게 중요할 거 같네용,None
1302,호경과,입시 상담,호텔경영과,호경과를 너무 가고 싶은데 꼭 학원을 다녀야 하나요 ..? ㅜㅜ 호경과를 못가게 된다면 관경과도 지원해보고 싶었요 .. 키랑 몸무게같은 이미지도 많이 봐서 신경 써야하는지랄 진짜 키 몸무게 등 이미지를 면접 때 많이 보는지 너무 궁금해요 ㅜㅜ 특성화고고 인하공전 식으로 해서 내신이 4.5~4.8 나온 거 같은데 가능할까요..??,"면접이 엄청 중요하긴 한데 그렇다고 학원까지 다닐 필요는 없는거 같아요,,그래도 이미지는 많이 보는거 같습니다! 특성화고 4점대면 낮긴 하네요ㅠ",None
1303,면접으로 뒤집을 수 있을까요..?,입시 상담,항공경영과,"1. 제가 최우수 학기 2개 해도 6등급이라… 너무 걱정이 많은데 면접 준비 열심히 하면 충분히 붙을 가능성이 있을까요? 
2. 외모랑 비율도 본다고 하던데 치아가 작아서 미소를 지어도 치아가 잘 안보여서 걱정이에요..ㅠ 
(비율은 키 175cm에 마른편입니다)
3. 주변에서는 성적 때문에 항공운항과를 지원하라고 하는데 그게 더 괜찮을까요?","1. 제가 아는 동기중에 제일 낮은 등급이 5.3이에요 6등급은 본 적 없는거 같아요...그만큼 면접준비 정말 미친듯이 하셔야 될거에요

2. 미소연습 하세요 꾸준히 본인이 정말 간절하다면 하루에 몇시간씩 이라도 미소연습 하세요

3. 성적을 떠나서 인하공전 서비스과는 면접이 정말 중요해요 내신 40+ 면접 60 이렇게만 봐도 면접 비율이 높은데 내신 낮아서 항운 지원 할까요 물어보는 마인드는 매우 별로에요 본인이 가고싶은 학과 가고싶은 회사 등 진지하게 생각해서 과 지원하세요",None
1303,면접으로 뒤집을 수 있을까요..?,입시 상담,항공경영과,"1. 제가 최우수 학기 2개 해도 6등급이라… 너무 걱정이 많은데 면접 준비 열심히 하면 충분히 붙을 가능성이 있을까요? 
2. 외모랑 비율도 본다고 하던데 치아가 작아서 미소를 지어도 치아가 잘 안보여서 걱정이에요..ㅠ 
(비율은 키 175cm에 마른편입니다)
3. 주변에서는 성적 때문에 항공운항과를 지원하라고 하는데 그게 더 괜찮을까요?",코로나 때문에 항경 입결 나락가서 면접잘보면 가능합니다~,None
1303,면접으로 뒤집을 수 있을까요..?,입시 상담,항공경영과,"1. 제가 최우수 학기 2개 해도 6등급이라… 너무 걱정이 많은데 면접 준비 열심히 하면 충분히 붙을 가능성이 있을까요? 
2. 외모랑 비율도 본다고 하던데 치아가 작아서 미소를 지어도 치아가 잘 안보여서 걱정이에요..ㅠ 
(비율은 키 175cm에 마른편입니다)
3. 주변에서는 성적 때문에 항공운항과를 지원하라고 하는데 그게 더 괜찮을까요?",6등급이면 항경은 힘들다고 생각해요..,None
1303,면접으로 뒤집을 수 있을까요..?,입시 상담,항공경영과,"1. 제가 최우수 학기 2개 해도 6등급이라… 너무 걱정이 많은데 면접 준비 열심히 하면 충분히 붙을 가능성이 있을까요? 
2. 외모랑 비율도 본다고 하던데 치아가 작아서 미소를 지어도 치아가 잘 안보여서 걱정이에요..ㅠ 
(비율은 키 175cm에 마른편입니다)
3. 주변에서는 성적 때문에 항공운항과를 지원하라고 하는데 그게 더 괜찮을까요?",6등급이면 항경이든 항운이든 뽑히기 힘들 것 같아요,None
1303,면접으로 뒤집을 수 있을까요..?,입시 상담,항공경영과,"1. 제가 최우수 학기 2개 해도 6등급이라… 너무 걱정이 많은데 면접 준비 열심히 하면 충분히 붙을 가능성이 있을까요? 
2. 외모랑 비율도 본다고 하던데 치아가 작아서 미소를 지어도 치아가 잘 안보여서 걱정이에요..ㅠ 
(비율은 키 175cm에 마른편입니다)
3. 주변에서는 성적 때문에 항공운항과를 지원하라고 하는데 그게 더 괜찮을까요?",인공 성적 봅니다 6등급은 어려울듯요,None
1304,기계 vs 화공,전공/진로,기계과,"어떤 과가 더 나을까요?
물리 노베고 여자입니다",화공와서 바이오 가세요 성의성의성의성의,None
1304,기계 vs 화공,전공/진로,기계과,"어떤 과가 더 나을까요?
물리 노베고 여자입니다",여자면 무조건 무조건 화공이요 성의성의성의성의,"[질문자]특별한 이유라도 있나요?;[답변자]인공 나와서 전문학사 신분으로는 사무직가기 힘들고
대부분 현장직 메인트(보수, 정비), 장비 운전(오퍼)일텐데   
기계쪽 관련해서는  근무환경때문에 여자 뽑으러고 잘안합니다. 그에 비해 화공쪽은 바이오, 제약, 화장품등은 여자 비율도 기계에 비해 훨씬많고 기업마다 다르겠지만 근무환경도 평균적으로 더 낫습니다."
1304,기계 vs 화공,전공/진로,기계과,"어떤 과가 더 나을까요?
물리 노베고 여자입니다",화공화공화공호ㅓ곤호ㅓ공화곤화공화공 성의,None
1305,동아대 백석대 계명대,입시 상담,전체,"문과보다는 전문대공대탑인하공전오는게 좋겠죠? 
내신 일반고4등급 중후반인데(인공껄로는4.4)
어디과까지 갈수있나요? 인공이 작년에무너져서 이번에  오를거라는데...내신반영비율도바뀌고",메카 or 디전 or 토목 정도? 잘하면 전기과도 가능,None
1306,특성화고 3등급으로 넣을수 있을까요?,입시 상담,전체,전화기 계통이면 좋은데 이번에 입시가 어떻게 될지 모르겠어서요..그리고 정보통신과는 어떤가요?,특성화면 2등급대는 되야할걸요? 저도 2등급대였는데 문닫고 들어와서리..,None
1306,특성화고 3등급으로 넣을수 있을까요?,입시 상담,전체,전화기 계통이면 좋은데 이번에 입시가 어떻게 될지 모르겠어서요..그리고 정보통신과는 어떤가요?,저 정통과인데 특성화고 3등급대 문닫고붙음,[답변자]근데 전 3등급 후반이었어요..ㅎ전화기면 더 높아야할듯요
1307,안녕하세요 !,입시 상담,화공환경과,특성화이고 내신이 2.6~8이 나오는데 질문에 답변하신 선배님들을 보니 화공은 어려울거같습니다 ..! 가장 배우고 싶은건 화공이었으나 혹시 취업도 잘되고 대기업도 갈 수 있는 곳을 추천받을 수 있을까요?,기계 or 전기요~~ 성의성의성의성의성의성의,[질문자]감사합니다!
1307,안녕하세요 !,입시 상담,화공환경과,특성화이고 내신이 2.6~8이 나오는데 질문에 답변하신 선배님들을 보니 화공은 어려울거같습니다 ..! 가장 배우고 싶은건 화공이었으나 혹시 취업도 잘되고 대기업도 갈 수 있는 곳을 추천받을 수 있을까요?,기계가세요. 가장 다양하게 취업할 수 있을 거에요,[질문자]감사합니다!
1308,앞으로 나아갈 꿈에 대해 궁금한 한 학생입니다 (조금 깁니다),입시 상담,항공기계과,"안녕하세요 선배님 일단 제 긴 글을 읽어주셔서 감사드립니다 

저는 현재 항공정비사가 되고 싶어 고3부터 위탁 들어가게 된 학생입니다

저는 고2때부터 항공쪽에 꿈을 키워왔고 진로선생님과 많이 상담하기도 했습니다

그러던 와중 인하공전이 항공계의 서울대란 말을 듣고 모집요강을 찾아보았으나 고등학교 때 출결과 내신을 망쳐 인하공전 정원 내 특별전형으로 들어가기엔 불가능한 상황을 맞이하였습니다 

하지만 이미 지나간 일인만큼 누구보다 더 열심히 늦게 공부해 위탁에서 반 1등을 달리고 기능사 및 토익 공부를 병행하면서 열심히 공부에 매진하고 있습니다

제가 이렇게 쓸모없는 제 이야기를 늘어놓는 이유는 더 노력해야하는 현실이지만 꿈을 쫓는 제 마음은 진심이기 때문입니다

현재는 전문학교에 입학 예정, 들어가고 나서 인하공전에 편입을 생각 중입니다

위탁선생님과 편입에 대한 얘기 도중 편입 영어나 수학이라는 과목을 본다고 하시더군요 

첫번째로 정말 인하공전에 그런 과목이 있는지 궁금합니다
그리고 기능사에 대한 가산점 여부도 궁금합니다

마지막으로 인하공전이 정말 인터넷에서 말하는 것과 현실이 일치하는지 
코로나 전에는 인하공전 취업률이 다른데 보다 월등히 높았는지 , 취업하기가 쉬웠는지 , 스팩으로 최고인지, 궁금합니다

질문에 대한 답과 추가로 선배님들이 하는 말씀도 새겨듣겠습니다 

미래는 상관하지 않고 코로나든 뭐든 제 꿈을 항공내에서 넓은 시각으로 이어가겠습니다

막연한 칭찬보단 확실한 조언 해주시면 감사하겠습니다

긴 글 읽어주셔서 다시 한번 감사드립니다","인하공전 항공기계과는 대한 항공 특채가 있는 몇 안되는 학교 였습니다. 항공 정비 분야에서는 국내에서 손꼽히는 학교였기도 했죠. 상황이 그때와 많이 변했는데, 이를 유념하시는 쪽이 좋을 것 같습니다.

1. 면장 응시자격 변경으로 인해 항공정비분야에서 필수 자격증인 면장을 취득하기 어려워졌습니다. 기존에는 정비실습을 경력으로 인정했는데, 얼마 전에 변경되면서 4년제 대학보다 빠르게 취업을 할 수 있다는 장점이 사라졌습니다. 따라서 4년제 대학의 항공정비학과를 선택하는 것도 방법입니다.
 
2. 제가 전문학교 쪽은 잘 모르겠네요.. 학사편입을 말씀하시는 건가요? 인하공전에는 어학특기자 전형이 있으니 이를 알아보셔도 좋을 것 같습니다. 위탁 선생님이 말씀하신 수학이나 영어는 일반편입인 것 같습니다. 이 부분은 검색해보시면 될 것 같습니다.

3. 취업은 회복세입니다. 결국 항공 분야에서 돈이 되는건 국제선인데, 이전 만큼은 아니지만 비행기가 날아다니니.. 제 지인도 얼마 전에에 싱가폴 항공에 채용되어 잘 다니고 있습니다. 질문자 분이 입학하고, 취업하실 때 쯤이면 그래도 완전히 회복하지 않을까..? 라고 소망합니다.

4. 공대는 어학능력보다 현장 실무 능력이 중요하기에, 이 쪽을 공부하는 친구들이 적습니다. 관련 과목도 거의 없다고 생각하시면 될 것 같네요. 물론 해외 항공사로 취업을 원하신다면 어학 능력은 필수겠죠?

남은 기간 힘내세요. 꼭 좋은 결과 있기를 바랍니다,  🙏🙏","[질문자]정말 제가 바라던 깊은 답변 감사합니다
앞으로 제가 나아갈 길에 대해서 조금이나마 정해진거 같습니다 
진심으로 조언해주신만큼 열심히 해서 제가 바래왔던 항공정비사가 되겠습니다 !"
1309,학원 안다니는데,입시 상담,항공경영과,"항공쪽은 학원 다니시는 분들도 있다고 하는데
학원을 다닐 여건이 안되서 재학생 분들께 질문 드려요
학원 안다녀도 면접 잘 볼 수 있을까요?
내신 반영이 최우수 학기 2개인데 1-1학기 4.27, 1-2학기 3.95 이고 영어는 회화 가능합니다
+) 혹시 면접 보셨을때 질문 뭐 받으셨는지나 어떤질문 준비하셨었는지도 알 수 있을까요?","저도 학원 안 다니고 붙었어요~
질문은 네이버에 인공항경질문 치면 엄청 많이 나옵니다.
저는 기억에 남는 선생님과 외국어로 자기소개 받았어요~!",None
1309,학원 안다니는데,입시 상담,항공경영과,"항공쪽은 학원 다니시는 분들도 있다고 하는데
학원을 다닐 여건이 안되서 재학생 분들께 질문 드려요
학원 안다녀도 면접 잘 볼 수 있을까요?
내신 반영이 최우수 학기 2개인데 1-1학기 4.27, 1-2학기 3.95 이고 영어는 회화 가능합니다
+) 혹시 면접 보셨을때 질문 뭐 받으셨는지나 어떤질문 준비하셨었는지도 알 수 있을까요?",학원 안 다녀도 할 수 있을거라고 생각해요!,None
1309,학원 안다니는데,입시 상담,항공경영과,"항공쪽은 학원 다니시는 분들도 있다고 하는데
학원을 다닐 여건이 안되서 재학생 분들께 질문 드려요
학원 안다녀도 면접 잘 볼 수 있을까요?
내신 반영이 최우수 학기 2개인데 1-1학기 4.27, 1-2학기 3.95 이고 영어는 회화 가능합니다
+) 혹시 면접 보셨을때 질문 뭐 받으셨는지나 어떤질문 준비하셨었는지도 알 수 있을까요?","질문은 지원동기, 상대방 대할 때 중요하게 생각하는 것, 좌우명 이렇게 세 개 받았구요! 학원 안 다녀도 충분하다고 생각해요!",None
1310,패디과 질문 많은데.. 제발 답해주세요ㅜㅜ,입시 상담,패션디자인과,"1. 인문계 내신 6.04정도 되는데 면접 잘보면 가능성있을까요？

2. 면접 복장 패디과만 단정한 자유복으로 딱히 규정이 없던데 당연히 목걸이 같은 악세서리는 안되겠죠..? 

3. 패디과 면접 예상 질문 같은 거 없나요?

4. 진짜 솔직하게 인하공전 패디과 어떤가요?","1. 면접 만점 받아야함
2. 어느 과 면접이든 악세사리 착용 안 하는거는 기본 예의임
3. 과에 대한 질문이랑 어디로 취업 생각인지 그정도
4. 다른과들 말로는 우리 학교에 패디과가 있었어? 라고들 함",None
1311,1학년 나이들이 다양한가요?,대학 생활,화공환경공학과,제목이곧내용,과마다 다름 기계 화공 전기 항기는 20살 이상 비중도 꽤 높음,[질문자]혹시 과가 어딘지 물어봐도 될까요?;[답변자]저는 기계과엥ㅛ;[답변자]저도 군대 제대하고와서 22살이에요;[질문자]답변 감사합니다!
1311,1학년 나이들이 다양한가요?,대학 생활,화공환경공학과,제목이곧내용,공과는 같은 학번에 나이 더 높으신 분들 비중이 좀 높더라고요. 저도 화공은 아닙니다,None
1311,1학년 나이들이 다양한가요?,대학 생활,화공환경공학과,제목이곧내용,화공과인데 20~27범위 안인거 같아요,None
1311,1학년 나이들이 다양한가요?,대학 생활,화공환경공학과,제목이곧내용,공과는 그런 분들이 특히 많다 생각 됩니다,None
1312,2022년 일반전형 등급 제도 바뀐다는데,입시 상담,전체,"1,2,3학년 30:40:30에서 5학기 중 최고등급 2학기 산출로 바뀌었는데 그럼 전체적으로 등급컷이 올라갈까요?",네 당연히 평균 1등급 이상 올라 간다고 생각하셔야 돼요,None
1312,2022년 일반전형 등급 제도 바뀐다는데,입시 상담,전체,"1,2,3학년 30:40:30에서 5학기 중 최고등급 2학기 산출로 바뀌었는데 그럼 전체적으로 등급컷이 올라갈까요?",인구감소로인한 등급하락도 있지만 우수2학기로 바뀌는 건 좀 영향이 커서 입결은 오를 것 같아요,None
1313,합격 가능할까요?,입시 상담,기계과,특성화고 기계과 3학년이에요. 특성화고 등급 산출하면 2.2등급 나오는데 기계과 들어갈 수 있을까요?,가능할듯 내년에 봐용~~~~~~~~~,None
1314,입시,기타,항공운항과,"정말 얼굴 중요한가요?
평균키가 궁금해요!",얼굴보단 인상인것 같고 키는 어느정도 보시는 것 같아요,[질문자]키 160 초반이면 힘들까요…??ㅠㅠ;[답변자]많지는 않지만 있어요 이미지랑 답변 위주로 신경써서 준비해보세요!;[질문자]감사합니다 !!!;[질문자]혹시 딱 160인 분도 계시나여?;[답변자]음 솔직히 제 주위 동기에선 못본것 같네요 ㅠㅡㅠ;[질문자]넵 ㅠㅠ알겠습니당…
1314,입시,기타,항공운항과,"정말 얼굴 중요한가요?
평균키가 궁금해요!","웃는 인상 가진 예쁜 얼굴 좋아하시는 거 같아요
키는 170 넘는 사람들 엄청 많고 제일 작은 사람이 164라고 알고있습니다",None
1315,특성화고 출신분들만 와주세요,입시 상담,전체,전문과목 abc 나오는 것도 들어가요??,성적산출로 등급 나오는건 드감요! ㅅㅇㅅㅇ,[질문자]전문과목은 1-9등급제가 아닌데요..?;[답변자]그럼 안들어가겠죠 머;[질문자]님 특성화 출신 아니죠?;[답변자]맞는데유?;[질문자]내신 성적산출 어떻게 하셨는지;[답변자]표준편차 등등 어쩌구 등으로 등급 구해지는 과목들있는데 걔들은 들어가요 성적산출때;[답변자]미술이나 기술가정같은거 ABC나왔는데 표준편차 나오는 과목 등급은 따로 직접 구해보시면 나와요~;[질문자]체육도 들어가요?;[답변자]울학굔 체육 안들어갔어요;[답변자]전공과목은 다 등급 산출 됬고요;[질문자]그니까 님 출신 학교는 전공과목 abc로 나왔어요?;[답변자]당연하죠 님 특성화면 전공과목 성적산출 안될리가 없어요...ㅋㅋ 모집요강 알아보시고 한번 직접 등급 산출 해보세요;[질문자]아까 봤는데 abc는 원점수랑 평균이랑 표준편차로 등급 구하던데;[질문자]다 산출하니까 1.8 나왔네요 감사합니다;[답변자]음.. ABC는 고등학교에서 임의로 정한 등급이고 대학교에서도 따로 성적 반영하는 방법이 있죠 고등학교에서 등급안나왔다고 반영 안되는게 아니고 각 대학마다 요구하는 성적 산출 방법이 있으니까 그 방법에 맞게 한번 해보세요;[답변자]옙~~;[질문자]근데 여기 전문대니깐 수시 무제한이죠?;[답변자]그쵸
1315,특성화고 출신분들만 와주세요,입시 상담,전체,전문과목 abc 나오는 것도 들어가요??,전문과목 표준편차 학생수 평균 이런걸로 계산해서 z로 등급 변환해서 들어갑니다,None
1316,화공도 동아리같은게 있을까요?,전공/진로,화공환경공학과,화공도 동아리같은게 있을까요?,네 하나있어요. 단조 교수님한테 연락해보세요,[질문자]혹시 대충 어떤 동아리인지 알 수 있을까요?;[답변자]전공관련 대회준비하는 동아리로 알고있는데 가입자가 아니라 자세히는 모르겠습니다~
1317,이번에 입시가 2학기보는걸로 바껴서..,입시 상담,메카트로닉스과,"제가 이번에 2학기 최고 등급이 3.85입니다
일반고이구요
메카트로닉스나 생명화학공학과 붙을구있을까요?",화공은힘들듯요 화이팅---♡♡♡♡♡♡♡,[질문자]메카는요???;[답변자]메카는그래도마지막에는 붙을걸요;[답변자]보통2개학기 바뀌면1.2정도 오르더라고요 다른학교기준;[질문자]아 감사합니다;[질문자]죄송한데 마지막에 붙는다는 말씀이 무슨말씀인지 모르겟아요;[답변자]최저점수 근처욤;[질문자]붙으면 좋겠어요..
1318,취직할때 내신보는거 3학년2학기도 포함되나요,입시 상담,전체,제목이곧내용,None,None
1319,호경과랑 항경과 준비 살빼야하겠죠 ?,입시 상담,호텔경영과,다이어트는 항운과만큼 해야할까요 ..?,"아니요 ,, 사실 상관없는 거 같아요!",None
1319,호경과랑 항경과 준비 살빼야하겠죠 ?,입시 상담,호텔경영과,다이어트는 항운과만큼 해야할까요 ..?,엄청 상관은 없을 거 같아요 ! 그래도 이미지가 중요하긴하니까 저는 다이어트 했습니당,None
1319,호경과랑 항경과 준비 살빼야하겠죠 ?,입시 상담,호텔경영과,다이어트는 항운과만큼 해야할까요 ..?,상관없다고 하고 싶은데 과 보면 살 찐 사람은 없어요...,None
1320,키 !!,기타,항공운항과,"재학생분들중에 158-161 정도의 키를 가진 분들 많나요??

이정도 키는 가망이 없는걸까요??","네, 160 초반대는 거의 없습니다.",None
1320,키 !!,기타,항공운항과,"재학생분들중에 158-161 정도의 키를 가진 분들 많나요??

이정도 키는 가망이 없는걸까요??",젤 작은게 162-163이에요ㅜㅜㅜㅜㅜㅜㅜㅜ,None
1320,키 !!,기타,항공운항과,"재학생분들중에 158-161 정도의 키를 가진 분들 많나요??

이정도 키는 가망이 없는걸까요??",16학번 졸업생인데 평균167정도였어요,None
1320,키 !!,기타,항공운항과,"재학생분들중에 158-161 정도의 키를 가진 분들 많나요??

이정도 키는 가망이 없는걸까요??",중고등학교 다니면서 키가 작다고 느껴본 적이 없는데 입학하고 동기들이랑 다니면서 166임에도 불구하고 작더라구요ㅠㅠㅠ,None
1320,키 !!,기타,항공운항과,"재학생분들중에 158-161 정도의 키를 가진 분들 많나요??

이정도 키는 가망이 없는걸까요??",없는것 같아요.. 대부분 160중후반에서 170초중반대 비중이 젤 높아요,None
1321,"인하공전 관광경영과, 항공경영과",대학 생활,관광경영과,"관경과랑 항경과의 차이가 궁금합니다
홈페이지 찾아봐도 다른점을 크게 모르겠네요..
재학생분들의 이야기를 들어보고 싶어요 
그리고 어느과를 더 추천하시는지도요 
감사합니다!","관경-관광에 대한 전반적인걸 배움(호텔 여행사 기타 사무직)
항경-지상직 승무원 
본인이 진출하고 싶은 곳으로 골라요~",None
1321,"인하공전 관광경영과, 항공경영과",대학 생활,관광경영과,"관경과랑 항경과의 차이가 궁금합니다
홈페이지 찾아봐도 다른점을 크게 모르겠네요..
재학생분들의 이야기를 들어보고 싶어요 
그리고 어느과를 더 추천하시는지도요 
감사합니다!",항경은 말 그대로 항공발권 예약 등 항공에 관한거 배워요,None
1321,"인하공전 관광경영과, 항공경영과",대학 생활,관광경영과,"관경과랑 항경과의 차이가 궁금합니다
홈페이지 찾아봐도 다른점을 크게 모르겠네요..
재학생분들의 이야기를 들어보고 싶어요 
그리고 어느과를 더 추천하시는지도요 
감사합니다!","항공경영과는 항공사 지상직이나 대기업/중소기업 사무직으로 갈 수 있어요.
항공사 지상직은 공항에서 여행객들의 티켓 발권해주는 등등 다양한 업무를 해요.

관광경영과는 잘 모르지만 관광에 대한 전반적인 개념을 폭넓게 배우는 것 같더라구요.

취업을 어디로 가는지, 커리큘럼 등 찾아보시고 작성자님이 원하는 곳 정해서 합격했음 좋겠네요 !!
궁금한거 있으면 또 물어봐요:)",None
1321,"인하공전 관광경영과, 항공경영과",대학 생활,관광경영과,"관경과랑 항경과의 차이가 궁금합니다
홈페이지 찾아봐도 다른점을 크게 모르겠네요..
재학생분들의 이야기를 들어보고 싶어요 
그리고 어느과를 더 추천하시는지도요 
감사합니다!","관경도 항공 예약, 발권 수업 있어용!!
+ 호텔이랑 여행사, 리조트, 관광 법규, 나라 별 문화, 음식 , 식음료 등등 여러가지 배워용!!! 다양하게 배워서 좋습니당~~",None
1321,"인하공전 관광경영과, 항공경영과",대학 생활,관광경영과,"관경과랑 항경과의 차이가 궁금합니다
홈페이지 찾아봐도 다른점을 크게 모르겠네요..
재학생분들의 이야기를 들어보고 싶어요 
그리고 어느과를 더 추천하시는지도요 
감사합니다!","관경과 재학생입니다 
여러가지 많이 배우기 때문에 좋아요",None
1322,내신 일반고 4.5인데,입시 상담,토목환경공학과,토목 붙겠죵?  이건에 2개학기로 바뀌어서입결엄청 오른다해서요  학생수도 이번에더많고...,엄청 오르진 않을걸요 붙을것같은데..? 인문계전형이세요?,None
1323,입시 상담,입시 상담,기계설계과,이번에 2월 졸업자 기준으로 내신 산출 해봤는데 3.56 나왔는데 기계과 가능할까요?,글쎄요 일반고 기준 전학기 반영할 때 3점 후반쯤이 최저였던 걸로 기억하는데 우수2학기면 오르긴할 거라 잘 모르겠네요 수시2차가 커트라인이 좀 더 낮으니깐 1지망인 과를 2차에 넣어보세요. 1차 2차 둘다 같은 과 넣어도 되구요,None
